src_uid;dst_uid
"PROGRAM:::CBLDB21:::CBLDB21";"DBCURSOR:::CBLDB21:::CUR1"
"PROGRAM:::CBLDB23:::CBLDB23";"DBCURSOR:::CBLDB23:::CUR1"
"PROGRAM:::CBLDB23:::CBLDB23";"DBCURSOR:::CBLDB23:::CUR2"
"PROGRAM:::CBLDB22:::CBLDB22";"DBCURSOR:::CBLDB22:::CUR1"
"PROGRAM:::CBLDB22:::CBLDB22";"DBCURSOR:::CBLDB22:::CUR2"
